clutch_code,clutch_date,mount_id,mom_genotype_text,dad_genotype_text,mom_genotype_code,dad_genotype_code,additional_plasmids_raw,additional_rnas_raw,additional_proteins_raw,additional_dyes_raw,imaged_locations_raw,data_location,notes
LG_CLUTCH_20250811_nan,2025-08-11,nan,tandem mem:mStayGold,tandem mem:mStayGold,,,ef1a:E2Crimson (iCodon),nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250811_nan,2025-08-11,nan,tandem mem:mStayGold,tandem mem:mStayGold,,,ef1a:mCardinal (iCodon),nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250812_nan,2025-08-12,nan,tandem mem:mStayGold,tandem mem:mStayGold,,,nan,2xCox8A:mScarlet3S2,nan,nan,nan,9,nan
LG_CLUTCH_20250812_nan,2025-08-12,nan,tandem mem:mStayGold,tandem mem:mStayGold,,,nan,mScarlet3S2:sec61b,nan,nan,nan,nan,nan
LG_CLUTCH_20250813_nan,2025-08-13,nan,tandem mem:mStayGold,tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250814_nan,2025-08-14,nan,casper/rnf,casper/rnf,,,ef1a-extended:mScarlet3S2:sec61b,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250814_nan,2025-08-14,nan,casper/rnf,casper/rnf,,,ef1a-extended:2xCox8A:mScarlet3S2,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250814_nan,2025-08-14,nan,ef1a:2xLynk:tdm:mHalo,ef1a:2xLynk:tdm:mHalo,,,nan,TGN:mSG,nan,JF635,nan,nan,nan
LG_CLUTCH_20250814_nan,2025-08-14,nan,ef1a:2xLynk:tdm:mHalo,ef1a:2xLynk:tdm:mHalo,,,nan,LAMP1:mSG,nan,JF635,nan,nan,nan
LG_CLUTCH_20250814_nan,2025-08-14,nan,ef1a:2xLynk:tdm:mHalo,ef1a:2xLynk:tdm:mHalo,,,nan,mSG:alpha-tub,nan,JF635,nan,nan,nan
LG_CLUTCH_20250815_nan,2025-08-15,nan,csp/pIGLET 14a,csp/pIGLET 14a,,,ef1a-extended:LAMP1:mStayGold,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250815_nan,2025-08-15,nan,casper/rnf,tdmScarlet3S2 (F2 of allele 325),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250818_nan,2025-08-18,nan,tandem mem:mStayGold,tandem mem:mStayGold,,,ef1a:mCardinal (iCodon),nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250818_nan,2025-08-18,nan,tandem mem:mStayGold,tandem mem:mStayGold,,,ef1a:linker:mKate2:linker-attB,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250819_nan,2025-08-19,nan,casper/rnf,mem:tdmChilada,,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Aang_Foundation\20250819_mem_mito,nan
LG_CLUTCH_20250819_nan,2025-08-19,nan,casper/rnf,mem:tdmChilada,,,nan,mSG:sec61b,nan,nan,"skin, muscle, spinal_cord, hindbrain",X:\abcabc\Aang_Foundation\20250819_mem_ER,nan
LG_CLUTCH_20250820_nan,2025-08-20,nan,casper/rnf,mem:tdmChilada,,,nan,2xCox8A:mSG,nan,nan,"skin, muscle, spinal_cord, hindbrain, tail",X:\abcabc\Aang_Foundation\20250819_mem_mito,nan
LG_CLUTCH_20250821_nan,2025-08-21,nan,casper/rnf,mem:tdmChilada,,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain",X:\abcabc\Aang_Foundation\20250821_mem_mito,nan
LG_CLUTCH_20250821_nan,2025-08-21,nan,casper/rnf,mem:tdmChilada,,,nan,mSG:MYH10,nan,nan,nan,nan,nan
LG_CLUTCH_20250821_nan,2025-08-21,nan,tandem mem:mStayGold,tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250821_nan,2025-08-21,nan,csp/pIGLET 14a,csp/pIGLET 14a,,,ef1a-extended:alphatubulin:mStayGold,nan,nan,nan,nan,X:\abcabc\Janelia_Fish\20250821_tubulin-mSG,nan
LG_CLUTCH_20250822_nan,2025-08-22,nan,casper/rnf,mem:tdmChilada,,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, muscle, blood vessel",X:\abcabc\Aang_Foundation\20250821_mem_mito,nan
LG_CLUTCH_20250822_nan,2025-08-22,nan,casper/rnf,casper/rnf,,,ef1a:mCardinal (iCodon),nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20250822_PDQM145,nan
LG_CLUTCH_20250825_nan,2025-08-25,nan,casper/rnf,casper/rnf,,,ef1a-extended:2xCox8A:mStayGold,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20250825_mgco28_mito-mSG,nan
LG_CLUTCH_20250825_nan,2025-08-25,nan,casper/rnf,tandem mem:mStayGold; tdmChilada:Histone,,,nan,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20250825_pqdm065_mem-histone,nan
LG_CLUTCH_20250825_nan,2025-08-25,nan,casper/rnf,tandem mem:mStayGold; tdmChilada(MAGPV):Histone,,,nan,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20250825_pqdm094_mem-histone,nan
LG_CLUTCH_20250825_nan,2025-08-25,nan,casper/rnf,casper/rnf,,,ef1a-extended:mStayGold:sec61b,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20250825_mgco29_er-msg,nan
LG_CLUTCH_20250826_nan,2025-08-26,nan,casper/rnf,tdmScarlet3S2 (F2 of allele 325),,,nan,2xCox8A:mSG,nan,nan,nan,nan,nan
LG_CLUTCH_20250826_nan,2025-08-26,nan,casper/rnf,tdmScarlet3S2 (F2 of allele 325),,,nan,mSG:alpha-tub,nan,nan,nan,nan,nan
LG_CLUTCH_20250826_nan,2025-08-26,nan,casper/rnf,mem:tdmChilada,,,nan,2xCox8A:mSG,nan,nan,nan,nan,nan
LG_CLUTCH_20250826_nan,2025-08-26,nan,casper/rnf,mem:tdmChilada,,,nan,Lifeact:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250826_mem_actin,nan
LG_CLUTCH_20250827_2025-W35-3,2025-08-27,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,Lifeact:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250827_mem_actin,nan
LG_CLUTCH_20250828_2025-W35-6,2025-08-28,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,Lifeact:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250828_mem_actin,nan
LG_CLUTCH_20250829_2025-W35-7,2025-08-29,2025-W35-7,csp/pIGLET 14a,csp/pIGLET 14a,,,MGCO34(lifeact-mStayGold),nan,nan,nan,nan,X:\abcabc\Janelia_Fish\20250903_lifeact-mSG,nan
LG_CLUTCH_20250903_2025-W36-1,2025-09-03,2025-W36-1,casper/rnf,mem:tdmChilada,,,nan,HC-9 Lifeact:mStayGold,nan,nan,nan,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,nan
LG_CLUTCH_20250903_2025-W36-2,2025-09-03,2025-W36-2,casper/rnf,tandem mem:mStayGold,,,nan,HC-2 2:NLS-mScarlet3,nan,nan,nan,nan,nan
LG_CLUTCH_20250904_3,2025-09-04,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,,nan,HC-9 Lifeact:mStayGold,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,nan
LG_CLUTCH_20250905_1,2025-09-05,1,casper/rnf,mem:tdmChilada,,,nan,HC-9 Lifeact:mStayGold,nan,nan,nan,nan,nan
LG_CLUTCH_20250905_2,2025-09-05,2,casper/rnf,mem:tdmChilada,,,nan,HC-9 Lifeact:mStayGold,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,nan
LG_CLUTCH_20250908_1,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",X:\abcabc\Aang_Foundation\20250908_mem-mito,nan
LG_CLUTCH_20250909_1,2025-09-09,1,nan,nan,,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250909_2,2025-09-09,2,nan,nan,,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20250910_1,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250908_mem-mito,nan
LG_CLUTCH_20250911_1,2025-09-11,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250911_mem-mito,nan
LG_CLUTCH_20250912_2,2025-09-12,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, tail",X:\abcabc\Aang_Foundation\20250912_mem-mito,nan
LG_CLUTCH_20250915_1,2025-09-15,1,nan,ef1a:2xLynk:tdm:Halo,,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, tail",X:\abcabc\Aang_Foundation\20250915_mem-mito,nan
LG_CLUTCH_20250916_bottom,2025-09-16,bottom,tdmScarlet3S2 (F1 of allele 325),tdmScarlet3S2 (F1 of allele 325),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, tail",X:\abcabc\Aang_Foundation\20250917_mem-mito,nan
LG_CLUTCH_20250916_top,2025-09-16,top,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, tail",X:\abcabc\Aang_Foundation\20250917_mem-mito,nan
LG_CLUTCH_20250918_1,2025-09-18,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, tail",X:\abcabc\Aang_Foundation\20250918_mem-mito,nan
LG_CLUTCH_20250919_1,2025-09-19,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250919_mem-mito,nan
LG_CLUTCH_20250922_1,2025-09-22,1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250922_mem-mito,nan
LG_CLUTCH_20250924_1,2025-09-24,1,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250924_mem-mito,nan
LG_CLUTCH_20250925_2,2025-09-25,2,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250925_mem-mito,nan
LG_CLUTCH_20250926_1,2025-09-26,1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20250926_mem-mito,nan
LG_CLUTCH_20251001_1,2025-10-01,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251001_2,2025-10-01,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,"skin, spinal_cord, muscle",X:\abcabc\Aang_Foundation\20251001_mem-histone,nan
LG_CLUTCH_20251002_1,2025-10-02,1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,,nan,MGCO01,nan,nan,nan,nan,nan
LG_CLUTCH_20251002_2,2025-10-02,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,MGCO01,nan,nan,nan,nan,nan
LG_CLUTCH_20251002_3,2025-10-02,3,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,MGCO28,nan,nan,nan,nan,nan
LG_CLUTCH_20251003_1.1,2025-10-03,1.1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,MGCO28,nan,nan,nan,nan,nan
LG_CLUTCH_20251003_1.2,2025-10-03,1.2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,MGCO28,nan,nan,nan,nan,nan
LG_CLUTCH_20251003_2.1,2025-10-03,2.1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251003_2.2,2025-10-03,2.2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251006_1,2025-10-06,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251006_2,2025-10-06,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251007_1,2025-10-07,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251008_1,2025-10-08,1,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 310),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 317),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251008_2,2025-10-08,2,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251008_3,2025-10-08,3,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251009_1,2025-10-09,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,MGCO-28(ef1a-extended-2Xcox8A-linker-mStayGold-SV40-attb-tol2),nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251010_mem-mito,nan
LG_CLUTCH_20251010_1,2025-10-10,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_20251010_2,2025-10-10,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251010_mem-histone,nan
LG_CLUTCH_20251013_1,2025-10-13,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251013_mem-histone,nan
LG_CLUTCH_20251013_2,2025-10-13,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251013_mem-histone,nan
LG_CLUTCH_20251014_1,2025-10-14,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251015_mem-histone,nan
LG_CLUTCH_20251014_2,2025-10-14,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,nan,nan,nan,"skin, muscle",X:\abcabc\Aang_Foundation\20251016_mem-mito,nan
LG_CLUTCH_20251015_1,2025-10-15,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251015_mem-histone,nan
LG_CLUTCH_20251016_1,2025-10-16,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,"skin, muscle, tail, blood vessel",X:\abcabc\Korra_Foundation\20251016_mem-histone,nan
LG_CLUTCH_20251016_2,2025-10-16,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,MGCO-28(ef1a-extended-2Xcox8A-linker-mStayGold-SV40-attb-tol2),nan,nan,nan,blood vessel,X:\abcabc\Aang_Foundation\20251016_mem-mito_v2,nan
LG_CLUTCH_20251017_1,2025-10-17,1,casper/rnf,casper/rnf,,,MGCO50(microtubule-A2UCOE-attb_entire+pDQM147-EB3-mStayGold),nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251017_microtubules,nan
LG_CLUTCH_20251017_2,2025-10-17,2,casper/rnf,casper/rnf,,,MGCO54(nuclearenvelope-A2UCOE-attb_entire+pDQM147-LEMD2-mStayGold),nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251017_nuclear_envelope,nan
LG_CLUTCH_20251020_1,2025-10-20,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,"muscle, hindbrain, skin, blood vessel",X:\abcabc\Aang_Foundation\20251020_mem-histone,nan
LG_CLUTCH_20251020_2,2025-10-20,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,"skin, hindbrain, muscle, blood vessel",X:\abcabc\Korra_Foundation\20251020_mem-histone,nan
LG_CLUTCH_20251021_1,2025-10-21,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Aang_Foundation\20251021_mem-mito,nan
LG_CLUTCH_20251021_2,2025-10-21,2,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Aang_Foundation\20251021_mem-mito_v2,nan
LG_CLUTCH_20251022_1,2025-10-22,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251022_mem-histone,nan
LG_CLUTCH_20251022_2,2025-10-22,2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Aang_Foundation\20251022_mem-mito,nan
LG_CLUTCH_20251022_3,2025-10-22,3,MGCO35 (F1 of allele 336),casper/rnf,,,nan,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20251023_mScarlet3S2_2Xcox8A,nan
LG_CLUTCH_20251023_1,2025-10-23,1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Aang_Foundation\20251023_mem-mito,nan
LG_CLUTCH_20251024_1,2025-10-24,1,casper/rnf,casper/rnf,,,MGCO-53-ER-A2UCOE-attb_entire+pDQM147-calnexin-mStayGold,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20251025_er,nan
LG_CLUTCH_20251024_2,2025-10-24,2,casper/rnf,tdmScarlet3S2 (F1 of allele 325),,,MGCO-51-lamellipodia-A2UCOE-attb_entire+PDQM148-mStayGold-C4-cortactin,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20251025_lamellipodia_F-actin,nan
LG_CLUTCH_20251024_3,2025-10-24,3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251024_mem-histone,nan
LG_CLUTCH_20251027_1,2025-10-27,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Korra_Foundation\20251027_mem-histone,nan
LG_CLUTCH_20251027_2,2025-10-27,2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251027_mem-histone,nan
LG_CLUTCH_20251028_1,2025-10-28,1,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Aang_Foundation\20251028_mem-mito,nan
LG_CLUTCH_20251028_2,2025-10-28,2,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251028_mem-peroxi,nan
LG_CLUTCH_20251028_3,2025-10-28,3,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),,,MGCO-52-peroxisome-A2UCOE-attb_entire+pDQM147-ABCDpmp70-mStayGold,nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,nan
LG_CLUTCH_20251029_1,2025-10-29,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,2xCox8A:mSG,nan,nan,nan,X:\abcabc\Korra_Foundation\20251029_mem-histone,nan
LG_CLUTCH_20251029_2,2025-10-29,2,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),,,MGCO-49_peroxisome-A2UCOE-ef1aextra-mStayGold-SKL,nan,nan,nan,nan,X:\abcabc\Aang_Foundation\20251029_peroxi,nan
LG_CLUTCH_20251105_1,2025-11-05,1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20251105_mem-mito,nan
LG_CLUTCH_20251105_1,2025-11-05,1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Korra_Foundation\20251106_mem-mito,nan
LG_CLUTCH_20251106_1.1,2025-11-06,1.1,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),,,nan,2xCox8A:mSG,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20251106_mem-mito,nan
LG_CLUTCH_20251110_1,2025-11-10,1,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,nan,nan,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, blood vessel, tail",X:\abcabc\Korra_Foundation\20251110_mem-histone,nan
LG_CLUTCH_20251111_1,2025-11-11,1,casper,memrane tdmScarlet3S2 (F1 of allele 325),,,MGCO-01(ef1a-2Xcox8A-linker-mStayGold-SV40-attb-tol2),nan,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle",X:\abcabc\Aang_Foundation\20251107_mem-mito,nan
LG_CLUTCH_20251112_1,2025-11-12,1,casper,memrane tdmScarlet3S2 (F1 of allele 325),,,MGCO-01(ef1a-2Xcox8A-linker-mStayGold-SV40-attb-tol2),nan,nan,nan,"skin, spinal_cord, hindbrain, brain, muscle, blood vessel, tail",X:\abcabc\Korra_Foundation\20251112_mem-mito,nan
LG_CLUTCH_20251112_2,2025-11-12,2,casper,memrane tdmScarlet3S2 (F1 of allele 325),,,MGCO-60-Factin-A2UCOE-attb_entire+PDQM148-mStayGold-C4-moesin,nan,nan,nan,nan,X:\abcabc\Exploratory_fish\20251112_mem-moesin,nan
LG_CLUTCH_UNKNOWN_nan,,nan,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,,Skittles-lite (ef1a:mTFP1 / ef1a:mChilada / ef1a:miRFP670-2),tol2 mRNA (40 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,Skittles-lite (ef1a:mTFP1 / ef1a:mChilada / ef1a:miRFP670-2),tol2 mRNA (40 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,,nan,mChilada:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,,nan,mYH:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),,,nan,mChilada:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),,,nan,mYH:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),,,Skittles-lite (ef1a:mTFP1 / ef1a:mChilada / ef1a:miRFP670-2),tol2 mRNA (40 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,,nan,mChilada:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,,nan,mChilada:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,,nan,mChilada:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,,nan,mChilada:H2B (80 pg),nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan
LG_CLUTCH_UNKNOWN_nan,,nan,nan,nan,,,nan,nan,nan,nan,nan,nan,nan
