date_experiment,fish_label,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_name,mount_row_index_scored,date_mount,mount_id,zf_female_genotype,zf_male_genotype,additional_plasmids_injected,additional_mrnas_injected,additonal_dye_and_chemicals,data_location,female_plasmid_base_code,female_allele,male_plasmid_base_code,male_allele,additional_plasmids_plasmid_base_code,additional_mrnas_plasmid_base_code
20250826_mem_actin,fish3_24hpf_roi2,fish3_24hpf_roi2,fish3_24hpf_roi2,818,/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi2,aang,mem_actin,78.0,8/26/25,,casper/rnf,mem:tdmChilada,,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250826_mem_actin,,,pDQM082,315,,MGCO-23
20250826_mem_actin,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,816,/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi1,aang,mem_actin,78.0,8/26/25,,casper/rnf,mem:tdmChilada,,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250826_mem_actin,,,pDQM082,315,,MGCO-23
20250826_mem_actin,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,816,/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi2,aang,mem_actin,78.0,8/26/25,,casper/rnf,mem:tdmChilada,,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250826_mem_actin,,,pDQM082,315,,MGCO-23
20250826_mem_actin,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,816,/clusterfs/vast/abcabc/Aang_Foundation/20250826_mem_actin/fish6_24hpf_roi1,aang,mem_actin,78.0,8/26/25,,casper/rnf,mem:tdmChilada,,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250826_mem_actin,,,pDQM082,315,,MGCO-23
20250827_mem_actin,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,408,/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi1,aang,mem_actin,74.0,8/27/25,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250827_mem_actin,,,pDQM082,315,,MGCO-23
20250827_mem_actin,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,408,/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi2,aang,mem_actin,74.0,8/27/25,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250827_mem_actin,,,pDQM082,315,,MGCO-23
20250827_mem_actin,fish5_48hpf_roi1,fish5_48hpf_roi1,fish5_48hpf_roi1,136,/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi1,aang,mem_actin,74.0,8/27/25,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250827_mem_actin,,,pDQM082,315,,MGCO-23
20250827_mem_actin,fish5_48hpf_roi2,fish5_48hpf_roi2,fish5_48hpf_roi2,136,/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi2,aang,mem_actin,74.0,8/27/25,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250827_mem_actin,,,pDQM082,315,,MGCO-23
20250827_mem_actin,fish5_48hpf_roi3,fish5_48hpf_roi3,fish5_48hpf_roi3,136,/clusterfs/vast/abcabc/Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi3,aang,mem_actin,74.0,8/27/25,2025-W35-3,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250827_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,50,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish1_24hpf_roi1-2,fish1_24hpf_roi1-2,fish1_24hpf_roi1-2,1476,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1-2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi3,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,1925,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi1,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,1726,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish2_24hpf_roi2-2,fish2_24hpf_roi2-2,fish2_24hpf_roi2-2,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2-2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi1,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi1,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish5_24hpf_roi3,fish5_24hpf_roi3,fish5_24hpf_roi3,656,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi3,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi1,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250828_mem_actin,fish6_24hpf_roi2,fish6_24hpf_roi2,fish6_24hpf_roi2,1968,/clusterfs/vast/abcabc/Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi2,aang,mem_actin,73.0,8/28/25,2025-W35-6,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),,Lifeact:mSG,,X:\abcabc\Aang_Foundation\20250828_mem_actin,,,pDQM082,315,,MGCO-23
20250903_lifeact-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi1,aang,lifeact-mSG,70.0,9/3/25,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,,,pDQM082,315,,HC-9
20250903_lifeact-mSG,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2,aang,lifeact-mSG,70.0,9/3/25,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,,,pDQM082,315,,HC-9
20250903_lifeact-mSG,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,82,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3,aang,lifeact-mSG,70.0,9/3/25,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,,,pDQM082,315,,HC-9
20250903_lifeact-mSG,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,1312,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3_2,aang,lifeact-mSG,70.0,9/3/25,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,,,pDQM082,315,,HC-9
20250903_lifeact-mSG,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi1,aang,lifeact-mSG,70.0,9/3/25,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,,,pDQM082,315,,HC-9
20250903_lifeact-mSG,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,656,/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2,aang,lifeact-mSG,70.0,9/3/25,2025-W36-1,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,,,pDQM082,315,,HC-9
20250904_lifeact-mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi1,aang,lifeact-mSG,69.0,9/4/25,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,,,pDQM136,325,,HC-9
20250904_lifeact-mSG,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,25,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi2,aang,lifeact-mSG,69.0,9/4/25,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,,,pDQM136,325,,HC-9
20250904_lifeact-mSG,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi3,aang,lifeact-mSG,69.0,9/4/25,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,,,pDQM136,325,,HC-9
20250904_lifeact-mSG,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi4,aang,lifeact-mSG,69.0,9/4/25,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,,,pDQM136,325,,HC-9
20250904_lifeact-mSG,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1_24hpf_roi5,656,/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi5,aang,lifeact-mSG,69.0,9/4/25,3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,,,pDQM136,325,,HC-9
20250905_lifeact-mSG,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,656,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi1,aang,lifeact-mSG,68.0,9/5/25,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,,,pDQM082,315,,HC-9
20250905_lifeact-mSG,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,257,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi2,aang,lifeact-mSG,68.0,9/5/25,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,,,pDQM082,315,,HC-9
20250905_lifeact-mSG,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,816,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3,aang,lifeact-mSG,68.0,9/5/25,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,,,pDQM082,315,,HC-9
20250905_lifeact-mSG,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,816,/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi4,aang,lifeact-mSG,68.0,9/5/25,2,casper/rnf,mem:tdmChilada,,HC-9 Lifeact:mStayGold,,X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,,,pDQM082,315,,HC-9
20250908_mem-mito,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,332,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,1188,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,4,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2000,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2_72hpf_roi5,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi3,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi1,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi2,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish5_24hpf_roi3,fish5_24hpf_roi3,fish5_24hpf_roi3,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi3,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish5_24hpf_roi4,fish5_24hpf_roi4,fish5_24hpf_roi4,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi4,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish6_24hpf_roi1,fish6_24hpf_roi1,fish6_24hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi1,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish6_24hpf_roi2,fish6_24hpf_roi2,fish6_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi2,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250908_mem-mito,fish6_24hpf_roi3,fish6_24hpf_roi3,fish6_24hpf_roi3,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi3,aang,mem-mito,66.0,9/8/25,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250908_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250911_mem-mito,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,400,/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi1,aang,mem-mito,62.0,9/11/25,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250911_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
20250911_mem-mito,fish1_48hpf_roi2,fish1_48hpf_roi2,fish1_48hpf_roi2,400,/clusterfs/vast/abcabc/Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi2,aang,mem-mito,62.0,9/11/25,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,X:\abcabc\Aang_Foundation\20250911_mem-mito,pDQM082,315,pDQM082,315,,MGCO-01
