roi_dir,parent_female,parent_male,genotype_pretty,genotype_base_codes,genotype_allele_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,date_born,plate_id_filled,slot_id_filled,roi_index_within_slot,roi_code
U:\Data\20240911_Korra_Foundation\20250225_mem_histone\fish9_24hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-02-26,SYN_20250227_plate1,SYN_20250227_plate1-slot1,1,SYN_20250227_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250225_mem_nuc\fish3_48hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-02-24,SYN_20250226_plate1,SYN_20250226_plate1-slot1,1,SYN_20250226_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250225_mem_nuc\fish4_48hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-02-24,SYN_20250226_plate1,SYN_20250226_plate1-slot1,1,SYN_20250226_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish10_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250306_plate1,SYN_20250306_plate1-slot1,1,SYN_20250306_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish1_72hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-02-28,SYN_20250303_plate1,SYN_20250303_plate1-slot1,1,SYN_20250303_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish2_72hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-02-28,SYN_20250303_plate1,SYN_20250303_plate1-slot1,1,SYN_20250303_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish3_72hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-02-28,SYN_20250303_plate1,SYN_20250303_plate1-slot1,1,SYN_20250303_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish4_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250304_plate1,SYN_20250304_plate1-slot1,1,SYN_20250304_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish5_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250304_plate1,SYN_20250304_plate1-slot1,1,SYN_20250304_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish6_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250305_plate1,SYN_20250305_plate1-slot1,1,SYN_20250305_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish7_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250305_plate1,SYN_20250305_plate1-slot1,1,SYN_20250305_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish8_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250305_plate1,SYN_20250305_plate1-slot1,1,SYN_20250305_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250303_mem_histone\fish9_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-03,SYN_20250306_plate1,SYN_20250306_plate1-slot1,1,SYN_20250306_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250306_skittle_mem-mSG\fish1_24hpf,casper/rnf,ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),pDQM034(310),pDQM034,pDQM034:310,"Electra2,mCitrine,mKate2,mKOK,mTFP1",,,,,,"Electra2,mCitrine,mKate2,mKOK,mTFP1",2025-03-05,SYN_20250306_plate1,SYN_20250306_plate1-slot1,1,SYN_20250306_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250310_mem,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-10,SYN_20250310_plate1,SYN_20250310_plate1-slot1,1,SYN_20250310_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish1_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-10,SYN_20250311_plate1,SYN_20250311_plate1-slot1,1,SYN_20250311_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish2_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-10,SYN_20250311_plate1,SYN_20250311_plate1-slot1,1,SYN_20250311_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish3_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-10,SYN_20250312_plate1,SYN_20250312_plate1-slot1,1,SYN_20250312_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish4_72hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-10,SYN_20250312_plate1,SYN_20250312_plate1-slot1,1,SYN_20250312_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250311_mem_histone\fish5_72hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-10,SYN_20250312_plate1,SYN_20250312_plate1-slot1,1,SYN_20250312_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish1_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),pDQM005(301)/pDQM034(310),"pDQM005,pDQM034","pDQM005:301,pDQM034:310","Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",,,,,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",2025-03-12,SYN_20250313_plate1,SYN_20250313_plate1-slot1,1,SYN_20250313_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish2_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),pDQM005(301)/pDQM034(310),"pDQM005,pDQM034","pDQM005:301,pDQM034:310","Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",,,,,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",2025-03-12,SYN_20250313_plate1,SYN_20250313_plate1-slot1,1,SYN_20250313_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish3_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),pDQM005(301)/pDQM034(310),"pDQM005,pDQM034","pDQM005:301,pDQM034:310","Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",,,,,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",2025-03-12,SYN_20250314_plate1,SYN_20250314_plate1-slot1,1,SYN_20250314_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250313_mSG_skittles\fish4_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),pDQM005(301)/pDQM034(310),"pDQM005,pDQM034","pDQM005:301,pDQM034:310","Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",,,,,,"Electra2,mCitrine,mKate2,mKOK,mTFP1,tdmSG,tdmStayGold",2025-03-12,SYN_20250314_plate1,SYN_20250314_plate1-slot1,1,SYN_20250314_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish1_24hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-13,SYN_20250314_plate1,SYN_20250314_plate1-slot1,1,SYN_20250314_plate1-slot1-roi01
U:\Data\20240911_Korra_Foundation\20250314_mem_histone\fish2_24hpf,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-03-13,SYN_20250314_plate1,SYN_20250314_plate1-slot1,1,SYN_20250314_plate1-slot1-roi01
