roi_dir,mount_dir_norm,date_experiment,date_mount,fish,roi_name,roi_rel,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2,/abcabc/Aang_Foundation/20250903_lifeact-mSG,20250903_lifeact-mSG,2025-09-03,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3,/abcabc/Aang_Foundation/20250903_lifeact-mSG,20250903_lifeact-mSG,2025-09-03,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3_2,/abcabc/Aang_Foundation/20250903_lifeact-mSG,20250903_lifeact-mSG,2025-09-03,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi1,/abcabc/Aang_Foundation/20250903_lifeact-mSG,20250903_lifeact-mSG,2025-09-03,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2,/abcabc/Aang_Foundation/20250903_lifeact-mSG,20250903_lifeact-mSG,2025-09-03,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20250904_lifeact-mSG,20250904_lifeact-mSG,2025-09-04,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi2,/abcabc/Aang_Foundation/20250904_lifeact-mSG,20250904_lifeact-mSG,2025-09-04,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi3,/abcabc/Aang_Foundation/20250904_lifeact-mSG,20250904_lifeact-mSG,2025-09-04,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi4,/abcabc/Aang_Foundation/20250904_lifeact-mSG,20250904_lifeact-mSG,2025-09-04,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi5,/abcabc/Aang_Foundation/20250904_lifeact-mSG,20250904_lifeact-mSG,2025-09-04,fish1_24hpf_roi5,fish1_24hpf_roi5,fish1_24hpf_roi5,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),"nan,pDQM136","nan:nan,pDQM136:325",tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmScarlet3(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi1,/abcabc/Aang_Foundation/20250905_lifeact-mSG,20250905_lifeact-mSG,2025-09-05,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi2,/abcabc/Aang_Foundation/20250905_lifeact-mSG,20250905_lifeact-mSG,2025-09-05,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3,/abcabc/Aang_Foundation/20250905_lifeact-mSG,20250905_lifeact-mSG,2025-09-05,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi4,/abcabc/Aang_Foundation/20250905_lifeact-mSG,20250905_lifeact-mSG,2025-09-05,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,casper/rnf,mem:tdmChilada,"nan,pDQM082","nan:nan,pDQM082:315",tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,HC-9,mStayGold::lifeact(N),actin,mStayGold(actin),mStayGold::lifeact(N)(actin),"actin,membrane","mStayGold(actin),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2_72hpf_roi5,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2_72hpf_roi5,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-08,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2,/abcabc/Aang_Foundation/20250908_mem-mito,20250908_mem-mito,2025-09-10,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)"
