date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,mount_dir_norm,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,parent_female,parent_male,roi_dir_norm,mother_fish_manual,father_fish_manual,injection plasmid,manual_injection_plasmid_codes,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_rna_mapping_ambiguous,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,genotype_marker_localizations_norm,treatment_marker_localizations_norm,all_unique_organelles,all_fluor_organelles,n_genotype_fusions,n_treatment_fusions,n_total_fusions,n_total_fluor_locs,n_unique_organelles,n_genotype_tags,n_treatment_tags,n_total_tags,fusion_labels_inferred_from_folder
20250513_skittles,fish5,roi3,roi3,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi3,korra,/abcabc/Korra_Foundation/20250513_skittles/fish5,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish5/roi3,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish5,roi4,roi4,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi4,korra,/abcabc/Korra_Foundation/20250513_skittles/fish5,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish5/roi4,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish5,roi5,roi5,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi5,korra,/abcabc/Korra_Foundation/20250513_skittles/fish5,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish5/roi5,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish5,roi6,roi6,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi6,korra,/abcabc/Korra_Foundation/20250513_skittles/fish5,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish5/roi6,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish5,roi7,roi7,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish5/roi7,korra,/abcabc/Korra_Foundation/20250513_skittles/fish5,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish5/roi7,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish6,roi1,roi1,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi1,korra,/abcabc/Korra_Foundation/20250513_skittles/fish6,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish6/roi1,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish6,roi2,roi2,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi2,korra,/abcabc/Korra_Foundation/20250513_skittles/fish6,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish6/roi2,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish6,roi3,roi3,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi3,korra,/abcabc/Korra_Foundation/20250513_skittles/fish6,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish6/roi3,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish6,roi4,roi4,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish6/roi4,korra,/abcabc/Korra_Foundation/20250513_skittles/fish6,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish6/roi4,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish7,roi1_ear_brain,roi1_ear_brain,72,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish7/roi1_ear_brain,korra,/abcabc/Korra_Foundation/20250513_skittles/fish7,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish7/roi1_ear_brain,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish7,roi2_brain,roi2_brain,36,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish7/roi2_brain,korra,/abcabc/Korra_Foundation/20250513_skittles/fish7,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish7/roi2_brain,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish8,roi1,roi1,48,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish8/roi1,korra,/abcabc/Korra_Foundation/20250513_skittles/fish8,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish8/roi1,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250513_skittles,fish9,roi1,roi1,180,/clusterfs/vast/abcabc/Korra_Foundation/20250513_skittles/fish9/roi1,korra,/abcabc/Korra_Foundation/20250513_skittles/fish9,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250513_skittles/fish9/roi1,nan,nan,nan,,,,"pDQM034,pDQM036",,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250520_mem_histone,fish2,roi1,roi1,2048,/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish2/roi1,korra,/abcabc/Korra_Foundation/20250520_mem_histone/fish2,2025-05-21,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,,,DT,,2025-05-21,,,,"skin, muscle, spinal_cord, notochord",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250520_mem_histone\fish2,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/abcabc/Korra_Foundation/20250520_mem_histone/fish2/roi1,,,,,pDQM005,pDQM005:301,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
20250520_mem_histone,fish2,roi1,roi1,2048,/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish2/roi1,korra,/abcabc/Korra_Foundation/20250520_mem_histone/fish2,2025-05-20,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,,,DT,,2025-05-20,,,,"skin, muscle, tail, hindbrain, spinal_cord",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250520_mem_histone\fish2,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/abcabc/Korra_Foundation/20250520_mem_histone/fish2/roi1,,,,,pDQM005,pDQM005:301,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
20250520_mem_histone,fish4,roi1_tailbud,roi1_tailbud,266,/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish4/roi1_tailbud,korra,/abcabc/Korra_Foundation/20250520_mem_histone/fish4,2025-05-20,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,,,LHUT,,2025-05-20,,,,"skin, muscle, tail",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250520_mem_histone\fish4,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/abcabc/Korra_Foundation/20250520_mem_histone/fish4/roi1_tailbud,,,,,pDQM005,pDQM005:301,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
20250520_mem_histone,fish4,roi1_tailbud_2,roi1_tailbud_2,1026,/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish4/roi1_tailbud_2,korra,/abcabc/Korra_Foundation/20250520_mem_histone/fish4,2025-05-20,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,,,LHUT,,2025-05-20,,,,"skin, muscle, tail",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250520_mem_histone\fish4,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/abcabc/Korra_Foundation/20250520_mem_histone/fish4/roi1_tailbud_2,,,,,pDQM005,pDQM005:301,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
20250520_mem_histone,fish5,roi1_tailbud,roi1_tailbud,3040,/clusterfs/vast/abcabc/Korra_Foundation/20250520_mem_histone/fish5/roi1_tailbud,korra,/abcabc/Korra_Foundation/20250520_mem_histone/fish5,2025-05-20,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),,mScarlet3-S2:H2B,,,,,LHUT,,2025-05-20,,,,"skin, muscle, tail",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250520_mem_histone\fish5,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),/abcabc/Korra_Foundation/20250520_mem_histone/fish5/roi1_tailbud,,,,,pDQM005,pDQM005:301,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
20250521_skittles_no-membrane,fish2,roi1,roi1,60,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi1,korra,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi1,,,,,,,,,False,,,Halo,membrane,Halo(membrane),Halo(membrane),,,,,,,['membrane'],[],membrane,Halo(membrane),0,0,0,0,0,0,0,0,True
20250521_skittles_no-membrane,fish2,roi2,roi2,20,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi2,korra,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish2/roi2,,,,,,,,,False,,,Halo,membrane,Halo(membrane),Halo(membrane),,,,,,,['membrane'],[],membrane,Halo(membrane),0,0,0,0,0,0,0,0,True
20250521_skittles_no-membrane,fish3,roi1,roi1,25,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish3/roi1,korra,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish3,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish3/roi1,,,,,,,,,False,,,Halo,membrane,Halo(membrane),Halo(membrane),,,,,,,['membrane'],[],membrane,Halo(membrane),0,0,0,0,0,0,0,0,True
20250521_skittles_no-membrane,fish4,roi1,roi1,30,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi1,korra,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi1,,,,,,,,,False,,,Halo,membrane,Halo(membrane),Halo(membrane),,,,,,,['membrane'],[],membrane,Halo(membrane),0,0,0,0,0,0,0,0,True
20250521_skittles_no-membrane,fish4,roi2,roi2,30,/clusterfs/vast/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi2,korra,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250521_skittles_no-membrane/fish4/roi2,,,,,,,,,False,,,Halo,membrane,Halo(membrane),Halo(membrane),,,,,,,['membrane'],[],membrane,Halo(membrane),0,0,0,0,0,0,0,0,True
20250522_skittlez,fish1,roi1,roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish1,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi1,,,,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish1,roi2,roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish1,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish1/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish2,roi1,roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish2,roi2,roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish2/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish3,roi1,roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish3,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish3,roi2,roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish3,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish3,roi3,roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi3,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish3,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish3/roi3,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish4,roi1,roi1,36,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish4,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish4,roi2,roi2,36,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish4,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish4/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish5,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish5/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish5,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish5/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish6,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish6,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish6,roi2,roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish6,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish6/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish7,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish7,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish7,roi2,roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish7,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish7,roi3,roi3,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi3,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish7,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi3,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish8,roi1,roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish8,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish8,roi2,roi2,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi2,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish8,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish8,roi3,roi3,90,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi3,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish8,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi3,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250522_skittlez,fish9,roi1,roi1,120,/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish9/roi1,korra,/abcabc/Korra_Foundation/20250522_skittlez/fish9,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250522_skittlez/fish9/roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250523_mem_histone,fish1,roi1,roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish1/roi1,korra,/abcabc/Korra_Foundation/20250523_mem_histone/fish1,,,,,,,,,,,,,,,,,,,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/abcabc/Korra_Foundation/20250523_mem_histone/fish1/roi1,,,,,pDQM005,pDQM005:302,,pDQM117,False,,,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,,,,,,"['membrane', 'nucleus']",[],"membrane,nucleus","Halo(membrane),tdmSG(nucleus)",0,0,0,0,0,0,0,0,True
20250523_mem_histone,fish2,roi1,roi1,8600,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish2/roi1,korra,/abcabc/Korra_Foundation/20250523_mem_histone/fish2,,,,,,,,,,,,,,,,,,,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/abcabc/Korra_Foundation/20250523_mem_histone/fish2/roi1,,,,,pDQM005,pDQM005:302,,pDQM117,False,,,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,,,,,,"['membrane', 'nucleus']",[],"membrane,nucleus","Halo(membrane),tdmSG(nucleus)",0,0,0,0,0,0,0,0,True
20250523_mem_histone,fish3,roi1,roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish3/roi1,korra,/abcabc/Korra_Foundation/20250523_mem_histone/fish3,,,,,,,,,,,,,,,,,,,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/abcabc/Korra_Foundation/20250523_mem_histone/fish3/roi1,,,,,pDQM005,pDQM005:302,,pDQM117,False,,,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,,,,,,"['membrane', 'nucleus']",[],"membrane,nucleus","Halo(membrane),tdmSG(nucleus)",0,0,0,0,0,0,0,0,True
20250523_mem_histone,fish4,roi1,roi1,4000,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish4/roi1,korra,/abcabc/Korra_Foundation/20250523_mem_histone/fish4,,,,,,,,,,,,,,,,,,,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/abcabc/Korra_Foundation/20250523_mem_histone/fish4/roi1,,,,,pDQM005,pDQM005:302,,pDQM117,False,,,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,,,,,,"['membrane', 'nucleus']",[],"membrane,nucleus","Halo(membrane),tdmSG(nucleus)",0,0,0,0,0,0,0,0,True
20250523_mem_histone,fish5,roi1,roi1,7900,/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish5/roi1,korra,/abcabc/Korra_Foundation/20250523_mem_histone/fish5,2025-05-23,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),,mScarlet3-S2:H2B,,,,,VHUHE,,2025-05-23,,,over the weekend,"skin, hindbrain, ear, brain, notochord",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250523_mem_histone\fish5,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/abcabc/Korra_Foundation/20250523_mem_histone/fish5/roi1,,,,,pDQM005,pDQM005:302,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
20250528_mem-histone,fish1,roi1_spine,roi1_spine,3192,/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish1/roi1_spine,korra,/abcabc/Korra_Foundation/20250528_mem-histone/fish1,2025-05-29,,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),,mScarlet3-S2:H2B,,,2025-05-27,,DT,,2025-05-29,17:00:00,07:15:00,12:40:00,"spinal_cord, skin, muscle, hindbrain",nuclei,nuclei,X:\abcabc\Korra_Foundation\20250528_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),/abcabc/Korra_Foundation/20250528_mem-histone/fish1/roi1_spine,,,,,pDQM005,pDQM005:302,,pDQM117,False,tdmSG,2xLynk,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),mScarlet3S2,H2B,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),['membrane'],['histone'],"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)",1,1,2,2,2,1,1,2,
