date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,mount_dir_norm,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,parent_female,parent_male,roi_dir_norm,mother_fish_manual,father_fish_manual,injection plasmid,manual_injection_plasmid_codes,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_rna_mapping_ambiguous,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,genotype_marker_localizations_norm,treatment_marker_localizations_norm,all_unique_organelles,all_fluor_organelles,n_genotype_fusions,n_treatment_fusions,n_total_fusions,n_total_fluor_locs,n_unique_organelles,n_genotype_tags,n_treatment_tags,n_total_tags,fusion_labels_inferred_from_folder
20250625_skittlez,fish5_roi2,fish5_roi2,fish5_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi2,korra,/abcabc/Korra_Foundation/20250625_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250625_skittlez/fish5_roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250625_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish7_roi1,korra,/abcabc/Korra_Foundation/20250625_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250625_skittlez/fish7_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250625_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi1,korra,/abcabc/Korra_Foundation/20250625_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250625_skittlez,fish8_roi2,fish8_roi2,fish8_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi2,korra,/abcabc/Korra_Foundation/20250625_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250625_skittlez/fish8_roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250625_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250625_skittlez/fish9_roi1,korra,/abcabc/Korra_Foundation/20250625_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250625_skittlez/fish9_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish10_roi1,fish10_roi1,fish10_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish10_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish10_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish1_roi2,fish1_roi2,fish1_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi2,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish1_roi3,fish1_roi3,fish1_roi3,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi3,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish1_roi3,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish2_roi1,fish2_roi1,fish2_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish2_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish2_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish3_roi1,fish3_roi1,fish3_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish3_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish3_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish4_roi1,fish4_roi1,fish4_roi1,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish4_roi2,fish4_roi2,fish4_roi2,72,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi2,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish4_roi2,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish5_roi1,fish5_roi1,fish5_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish5_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish5_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish7_roi1,fish7_roi1,fish7_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish7_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish7_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish8_roi1,fish8_roi1,fish8_roi1,90,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish8_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish8_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250627_skittlez,fish9_roi1,fish9_roi1,fish9_roi1,108,/clusterfs/vast/abcabc/Korra_Foundation/20250627_skittlez/fish9_roi1,korra,/abcabc/Korra_Foundation/20250627_skittlez,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250627_skittlez/fish9_roi1,nan,nan,nan,,,,,,False,,,,,,,,,,,,,[],[],,,0,0,0,0,0,0,0,0,
20250715_mem_organelle,fish1_mem_sg_mito_msc3,roi1,roi1,384,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi1,,,,,,,,,False,,,"Halo,mStayGold","membrane,mitochondria","Halo(membrane),mStayGold(mitochondria)","Halo(membrane),mStayGold(mitochondria)",,,,,,,"['membrane', 'mitochondria']",[],"membrane,mitochondria","Halo(membrane),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish1_mem_sg_mito_msc3,roi2,roi2,640,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,,,,,,,,,False,,,"Halo,mStayGold","membrane,mitochondria","Halo(membrane),mStayGold(mitochondria)","Halo(membrane),mStayGold(mitochondria)",,,,,,,"['membrane', 'mitochondria']",[],"membrane,mitochondria","Halo(membrane),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish2_24hpf_mem_mito_msc3_er_halo,roi1_eye,roi1_eye,1922,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish3_24hpf_mem_mito_msc3_er_halo,roi1,roi1,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish3_24hpf_mem_mito_msc3_er_halo,roi2,roi2,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi2,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi2,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi1,roi1,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi1,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi2,roi2,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi3,roi3,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi3,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi3,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi1,roi1,1329,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi1,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi2,roi2,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi2,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi2,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi3,roi3,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi3,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi3,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi4,roi4,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi4,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi4,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi1,roi1,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi1,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi2,roi2,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi2,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi2,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi3,roi3,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi3,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi3,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi4,roi4,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi4,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi4,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi5,roi5,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi5,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi5,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish7_48hpf_mem_mito_halo_er_msc2,roi1,roi1,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi1,roi1,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi2,roi2,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250715_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi3,roi3,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,korra,/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo,,,,,,,,,,,,,,,,,,,,,,,/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,,,,,,,,,False,,,"Halo,mStayGold,mStayGold","ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",,,,,,,"['ER', 'membrane', 'mitochondria']",[],"ER,membrane,mitochondria","Halo(membrane),mStayGold(ER),mStayGold(mitochondria)",0,0,0,0,0,0,0,0,True
20250723_mem-halo_ER-mSG,fish3_48hpf,roi1_mb,roi1_mb,65,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb,korra,/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf,2025-07-23,,membrane Halo,membrane Halo,,mSG:sec61b,,JF 635,2025-07-21,,,,2025-07-23,,,,"skin, muscle, spinal_cord",ER,ER,X:\abcabc\Korra_Foundation\20250723_mem-halo_ER-mSG\fish3_48hpf,membrane Halo,membrane Halo,/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb,,,,,Swinburne,Swinburne:Swinburne,,MGCO-04,False,,,Halo,membrane,Halo(membrane),Halo(membrane),mStayGold,sec61b,mStayGold::sec61b(N),ER,mStayGold(ER),mStayGold::sec61b(N)(ER),['membrane'],['ER'],"ER,membrane","Halo(membrane),mStayGold(ER)",0,1,1,1,1,0,1,1,
