date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location
20250715_mem_organelle,fish1_mem_sg_mito_msc3,roi2,roi2,640,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish1_mem_sg_mito_msc3/roi2,korra,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mChilada:H2B (80 pg),,,2025-02-03,10:50:00,lateral,2025-02-04 00:00:00,,10:50:00,Orientation not good for imaging,,,nuclei,nuclei,
20250715_mem_organelle,fish2_24hpf_mem_mito_msc3_er_halo,roi1_eye,roi1_eye,1922,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish2_24hpf_mem_mito_msc3_er_halo/roi1_eye,korra,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),casper/rnf,,mYH:H2B (80 pg),,,2025-02-03,10:50:00,lateral,2025-02-04 00:00:00,,10:50:00,Orientation not good for imaging,,,nuclei,nuclei,
20250715_mem_organelle,fish3_24hpf_mem_mito_msc3_er_halo,roi1,roi1,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi1,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),,mChilada:H2B (80 pg),,,2025-02-03,,,,,,,,,"csp,male #26 - bright, low frequency transmission (<10%),488,nuclei","csp,male #26 - bright, low frequency transmission (<10%),488,nuclei",
20250715_mem_organelle,fish3_24hpf_mem_mito_msc3_er_halo,roi2,roi2,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish3_24hpf_mem_mito_msc3_er_halo/roi2,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),,mYH:H2B (80 pg),,,2025-02-03,,,,,,,,,"csp,male #26 - bright, low frequency transmission (<10%),488,nuclei","csp,male #26 - bright, low frequency transmission (<10%),488,nuclei",
20250715_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi1,roi1,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi1,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 305),Skittles-lite (ef1a:mTFP1 / ef1a:mChilada / ef1a:miRFP670-2),tol2 mRNA (40 pg),,,2025-02-03,,,,,,,,,"csp,male #26 - bright, low frequency transmission (<10%),488","csp,male #26 - bright, low frequency transmission (<10%),488",
20250715_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi2,roi2,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi2,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,mChilada:H2B (80 pg),,,2025-02-05,12:08:00,vertical head up,2025-02-06 00:00:00,,,,,,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",
20250715_mem_organelle,fish4_24hpf_mem_mito_msc3_er_halo,roi3,roi3,960,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish4_24hpf_mem_mito_msc3_er_halo/roi3,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,mChilada:H2B (80 pg),,,2025-02-05,18:32:00,LHUT,2025-02-06 00:00:00,,,,,,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi1,roi1,1329,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi1,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,mChilada:H2B (80 pg),,,2025-02-05,18:32:00,LHUT,2025-02-06 00:00:00,,,,,,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi2,roi2,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi2,korra,,,casper/rnf,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),,mChilada:H2B (80 pg),,,2025-02-05,12:01:00,dorsal,2025-02-07 00:00:00,,,,,,"csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei","csp,male #8 - best founder (40-50% transmission, multiple alleles, bright!!!),488,nuclei",
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi3,roi3,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi3,korra,,,,,,,,,,2025-02-13 14:40:00,vertical head up,,,,,,,,,
20250715_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,roi4,roi4,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish5_48hpf_mem_mito_halo_er_msc2/roi4,korra,,,,,,,,,,2025-02-13 14:40:00,vertical head up,,,,,,,,,
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi1,roi1,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi1,korra,,,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:<cryaa:mSc>mKate2/mCitrine/Electra2/mKOK/mTFP1 (F1 of allele 309),,phiC-NLS mRNA (120 pg),,,,,,,,,,,,",csp,male #5 25%+ positive rate - currently best founder (but 2 alleles, one dim one bright(er)?,405,445","csp,male #5 25%+ positive rate - currently best founder (but 2 alleles, one dim one bright(er)?,405,445",
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi2,roi2,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi2,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi3,roi3,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi3,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi4,roi4,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi4,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish6_48hpf_mem_mito_halo_er_msc2,roi5,roi5,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish6_48hpf_mem_mito_halo_er_msc2/roi5,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish7_48hpf_mem_mito_halo_er_msc2,roi1,roi1,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish7_48hpf_mem_mito_halo_er_msc2/roi1,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi1,roi1,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi1,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi2,roi2,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi2,korra,,,,,,,,,,,,,,,,,,,,
20250715_mem_organelle,fish8_72hpf_mem_mito_msc3_er_halo,roi3,roi3,1300,/clusterfs/vast/abcabc/Korra_Foundation/20250715_mem_organelle/fish8_72hpf_mem_mito_msc3_er_halo/roi3,korra,,,,,,,,,,,,,,,,,,,,
20250723_mem-halo_ER-mSG,fish3_48hpf,roi1_mb,roi1_mb,65,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi1_mb,korra,,,,,,,,,,,,,,,,,,,,
20250723_mem-halo_ER-mSG,fish3_48hpf,roi2,roi2,81,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi2,korra,,,,,,,,,,,,,,,,,,,,
20250723_mem-halo_ER-mSG,fish3_48hpf,roi3,roi3,227,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi3,korra,,,,,,,,,,,,,,,,,,,,
20250723_mem-halo_ER-mSG,fish3_48hpf,roi4,roi4,243,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi4,korra,,,,,,,,,,,,,,,,,,,,
20250723_mem-halo_ER-mSG,fish3_48hpf,roi5,roi5,243,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi5,korra,,,,,,,,,,,,,,,,,,,,
20250723_mem-halo_ER-mSG,fish3_48hpf,roi6,roi6,243,/clusterfs/vast/abcabc/Korra_Foundation/20250723_mem-halo_ER-mSG/fish3_48hpf/roi6,korra,,,,,,,,,,,,,,,,,,,,
20250724_mem-mchilada_er-mSG,fish1_24hpf,roi1,roi1,97,/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1,korra,,,,,,,,,,,,,,,,,,,,
20250724_mem-mchilada_er-mSG,fish1_24hpf,roi1_2,roi1_2,579,/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_2,korra,,,,,,,,,,,,,,,,,,,,
20250724_mem-mchilada_er-mSG,fish1_24hpf,roi1_3,roi1_3,579,/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi1_3,korra,,,,,,,,,,,,,,,,,,,,
20250724_mem-mchilada_er-mSG,fish1_24hpf,roi2,roi2,963,/clusterfs/vast/abcabc/Korra_Foundation/20250724_mem-mchilada_er-mSG/fish1_24hpf/roi2,korra,,,,,,,,,,,,,,,,,,,,
20250728_mem-histone,fish1_roi1,fish1_roi1,fish1_roi1,2160,/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi1,korra,,,,,,,,,,,,,,,,,,,,
20250728_mem-histone,fish1_roi2,fish1_roi2,fish1_roi2,2400,/clusterfs/vast/abcabc/Korra_Foundation/20250728_mem-histone/fish1_roi2,korra,,,,,,,,,,,,,,,,,,,,
20250801_mem-PCNA,fish1_roi1,fish1_roi1,fish1_roi1,1344,/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish1_roi1,korra,,,,,,,,,,,,,,,,,,,,
20250801_mem-PCNA,fish2_roi1,fish2_roi1,fish2_roi1,1104,/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish2_roi1,korra,,,,,,,,,,,,,,,,,,,,
20250801_mem-PCNA,fish3_72hpf_roi1,fish3_72hpf_roi1,fish3_72hpf_roi1,6226,/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-PCNA/fish3_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20250801_mem-histone,fish1_roi1,fish1_roi1,fish1_roi1,300,/clusterfs/vast/abcabc/Korra_Foundation/20250801_mem-histone/fish1_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,82,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish1_48hpf_roi1_test,fish1_48hpf_roi1_test,fish1_48hpf_roi1_test,12,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1_test,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish1_48hpf_roi1test,fish1_48hpf_roi1test,fish1_48hpf_roi1test,18,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1test,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish3_48hpf_roi1_test,fish3_48hpf_roi1_test,fish3_48hpf_roi1_test,16,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1_test,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,2304,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251007_mem-histone,fish3_48hpf_roi2_test,fish3_48hpf_roi2_test,fish3_48hpf_roi2_test,52,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2_test,korra,,,,,,,,,,,,,,,,,,,,
20251009_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,22,/clusterfs/vast/abcabc/Korra_Foundation/20251009_skittlez/fish1_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251010_mem-histone,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,9216,/clusterfs/vast/abcabc/Korra_Foundation/20251010_mem-histone/fish1_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish1_96hpf_roi0_test,fish1_96hpf_roi0_test,fish1_96hpf_roi0_test,2986,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi0_test,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish1_96hpf_roi1,fish1_96hpf_roi1,fish1_96hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish1_96hpf_roi2,fish1_96hpf_roi2,fish1_96hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish1_96hpf_roi3,fish1_96hpf_roi3,fish1_96hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish2_96hpf_roi1,fish2_96hpf_roi1,fish2_96hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish2_96hpf_roi2,fish2_96hpf_roi2,fish2_96hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish3_96hpf_roi1,fish3_96hpf_roi1,fish3_96hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish3_96hpf_roi2,fish3_96hpf_roi2,fish3_96hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251013_mem-histone,fish3_96hpf_roi3,fish3_96hpf_roi3,fish3_96hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251015_mem-histone,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish1_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251015_mem-histone,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish2_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251015_mem-histone,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251015_mem-histone,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251015_mem-histone,fish4_48hpf_roi1,fish4_48hpf_roi1,fish4_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish4_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251016_mem-histone,fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish1_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251016_mem-histone,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251016_mem-histone,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251016_mem-histone,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251016_mem-histone,fish3_72hpf_roi1,fish3_72hpf_roi1,fish3_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251016_mem-histone,fish3_72hpf_roi2,fish3_72hpf_roi2,fish3_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish3_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251017_microtubules,fish2_24hpf_roi1_test,fish2_24hpf_roi1_test,fish2_24hpf_roi1_test,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251017_microtubules/fish2_24hpf_roi1_test,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish1_72hpf_roi2,fish1_72hpf_roi2,fish1_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish1_72hpf_roi3,fish1_72hpf_roi3,fish1_72hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish1_72hpf_roi4,fish1_72hpf_roi4,fish1_72hpf_roi4,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi4,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish1_72hpf_roi5,fish1_72hpf_roi5,fish1_72hpf_roi5,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish1_72hpf_roi5,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251020_mem-histone,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,104,/clusterfs/vast/abcabc/Korra_Foundation/20251020_mem-histone/fish2_72hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish1_24hpf_roi2,fish1_24hpf_roi2,fish1_24hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish1_24hpf_roi3,fish1_24hpf_roi3,fish1_24hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish3_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish3_24hpf_roi2,fish3_24hpf_roi2,fish3_24hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish3_24hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251022_mem-histone,fish4_24hpf_roi3,fish4_24hpf_roi3,fish4_24hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish3_72hpf_roi1,fish3_72hpf_roi1,fish3_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish3_72hpf_roi2,fish3_72hpf_roi2,fish3_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish3_72hpf_roi3,fish3_72hpf_roi3,fish3_72hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish3_72hpf_roi4,fish3_72hpf_roi4,fish3_72hpf_roi4,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi4,korra,,,,,,,,,,,,,,,,,,,,
20251024_mem-histone,fish3_72hpf_roi5,fish3_72hpf_roi5,fish3_72hpf_roi5,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi5,korra,,,,,,,,,,,,,,,,,,,,
20251027_mem-histone,fish3_72hpf_roi1,fish3_72hpf_roi1,fish3_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251027_mem-histone,fish3_72hpf_roi2,fish3_72hpf_roi2,fish3_72hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251027_mem-histone,fish3_72hpf_roi3,fish3_72hpf_roi3,fish3_72hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi3,korra,,,,,,,,,,,,,,,,,,,,
20251027_mem-histone,fish3_72hpf_roi4,fish3_72hpf_roi4,fish3_72hpf_roi4,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251027_mem-histone/fish3_72hpf_roi4,korra,,,,,,,,,,,,,,,,,,,,
20251029_mem-histone,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish2_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251029_mem-histone,fish3_24hpf_roi1,fish3_24hpf_roi1,fish3_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish3_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251029_mem-histone,fish5_24hpf_roi1,fish5_24hpf_roi1,fish5_24hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish5_24hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
20251029_mem-histone,fish5_24hpf_roi2,fish5_24hpf_roi2,fish5_24hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251029_mem-histone/fish5_24hpf_roi2,korra,,,,,,,,,,,,,,,,,,,,
20251106_mem-mito,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,768,/clusterfs/vast/abcabc/Korra_Foundation/20251106_mem-mito/fish1_48hpf_roi1,korra,,,,,,,,,,,,,,,,,,,,
