roi_dir,dataset_slug,experiment_folder,roi_path_date_yyyymmdd,date_mount,Date imaged,mount_id,plate_date,mount_id_inferred,mount_id_source,plate_id_filled,slot_id_filled,roi_index_within_slot,bruker_roi_id,link_source
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish7/roi3,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,1.0,3.0,20250522-plate9-slot1-roi3,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,2.0,1.0,20250522-plate9-slot2-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi2,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,2.0,2.0,20250522-plate9-slot2-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi3,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,2.0,3.0,20250522-plate9-slot2-roi3,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish9/roi1,20250522_skittlez,20250522_skittlez,20250522.0,2025-05-22,2025-05-22,,20250522.0,2.0,inferred,9.0,3.0,1.0,20250522-plate9-slot3-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish1/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,1.0,1.0,20250523-plate10-slot1-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish1/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,1.0,2.0,20250523-plate10-slot1-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish2/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,2.0,1.0,20250523-plate10-slot2-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish2/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,2.0,2.0,20250523-plate10-slot2-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish3/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,3.0,1.0,20250523-plate10-slot3-roi1,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish3/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,3.0,2.0,20250523-plate10-slot3-roi2,sheet
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish4/roi1,20250523_mem_histone,20250523_mem_histone,20250523.0,2025-05-23,2025-05-23,,20250523.0,1.0,inferred,10.0,4.0,1.0,20250523-plate10-slot4-roi1,sheet
