dataset,legacy_fish_label,imaging_nickname,suggested_fish_code,final_fish_code,notes
korra,fish1_roi1,test,FSH_LEGACY_korra_fish1_roi1,FSH_LEGACY_korra_fish1_roi1,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,mem-histone,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi3,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi3,FSH_LEGACY_aang_fish3_120hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_120hpf_roi1,mem-histone,FSH_LEGACY_aang_fish1_120hpf_roi1,FSH_LEGACY_aang_fish1_120hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish7_48hpf_roi2,mem_mito,FSH_LEGACY_aang_fish7_48hpf_roi2,FSH_LEGACY_aang_fish7_48hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2_48hpf,mem_cytosol,FSH_LEGACY_korra_fish2_48hpf,FSH_LEGACY_korra_fish2_48hpf,from imaging_slots_standard_from_legacy
korra,fish1_24hpf,mem_cytosol,FSH_LEGACY_korra_fish1_24hpf,FSH_LEGACY_korra_fish1_24hpf,from imaging_slots_standard_from_legacy
aang,fish4_72hpf_roi4,mem-mito,FSH_LEGACY_aang_fish4_72hpf_roi4,FSH_LEGACY_aang_fish4_72hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish3_72hpf_roi3,mem-histone,FSH_LEGACY_aang_fish3_72hpf_roi3,FSH_LEGACY_aang_fish3_72hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish6_24hpf_roi1,mem_histone,FSH_LEGACY_aang_fish6_24hpf_roi1,FSH_LEGACY_aang_fish6_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi5,mem-mito,FSH_LEGACY_aang_fish4_48hpf_roi5,FSH_LEGACY_aang_fish4_48hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,mito_mem-halo,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi2,mito_mem-halo,FSH_LEGACY_aang_fish3_24hpf_roi2,FSH_LEGACY_aang_fish3_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish_48hpf_roi1,mem-mito,FSH_LEGACY_aang_fish_48hpf_roi1,FSH_LEGACY_aang_fish_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish7_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish7_24hpf_roi1,FSH_LEGACY_aang_fish7_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi1,mem-mito_v2,FSH_LEGACY_aang_fish1_72hpf_roi1,FSH_LEGACY_aang_fish1_72hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi4,mem_mito,FSH_LEGACY_aang_fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi5,mem-mito,FSH_LEGACY_aang_fish1_24hpf_roi5,FSH_LEGACY_aang_fish1_24hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish4_48hpf_roi1,mem-mito,FSH_LEGACY_korra_fish4_48hpf_roi1,FSH_LEGACY_korra_fish4_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish11,skittles,FSH_LEGACY_korra_fish11,FSH_LEGACY_korra_fish11,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi7,mem_mito,FSH_LEGACY_aang_fish4_48hpf_roi7,FSH_LEGACY_aang_fish4_48hpf_roi7,from imaging_slots_standard_from_legacy
korra,fish2_96hpf_roi1,mem-histone,FSH_LEGACY_korra_fish2_96hpf_roi1,FSH_LEGACY_korra_fish2_96hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish16_roi1,skittlez,FSH_LEGACY_korra_fish16_roi1,FSH_LEGACY_korra_fish16_roi1,from imaging_slots_standard_from_legacy
aang,fish1_48hpf_roi4,lifeact_mem-halo,FSH_LEGACY_aang_fish1_48hpf_roi4,FSH_LEGACY_aang_fish1_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi2,mem_actin,FSH_LEGACY_aang_fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_96hpf_roi3,mem-histone,FSH_LEGACY_korra_fish1_96hpf_roi3,FSH_LEGACY_korra_fish1_96hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi8,mem_mito,FSH_LEGACY_aang_fish1_24hpf_roi8,FSH_LEGACY_aang_fish1_24hpf_roi8,from imaging_slots_standard_from_legacy
korra,fish9_roi3,skittlez,FSH_LEGACY_korra_fish9_roi3,FSH_LEGACY_korra_fish9_roi3,from imaging_slots_standard_from_legacy
aang,fish12_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish12_24hpf_roi1,FSH_LEGACY_aang_fish12_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi2,mem-histone,FSH_LEGACY_aang_fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi4,mem-mito,FSH_LEGACY_aang_fish3_24hpf_roi4,FSH_LEGACY_aang_fish3_24hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish6_roi1,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish6_roi1,FSH_LEGACY_korra_fish6_roi1,from imaging_slots_standard_from_legacy
aang,fish6_48hpf_roi1,mem-mito,FSH_LEGACY_aang_fish6_48hpf_roi1,FSH_LEGACY_aang_fish6_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish7_roi4,skittlez,FSH_LEGACY_korra_fish7_roi4,FSH_LEGACY_korra_fish7_roi4,from imaging_slots_standard_from_legacy
aang,fish3_96hpf_roi4,mem-histone,FSH_LEGACY_aang_fish3_96hpf_roi4,FSH_LEGACY_aang_fish3_96hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish1_roi1,skittlez_Issac_x_Ken,FSH_LEGACY_korra_fish1_roi1,FSH_LEGACY_korra_fish1_roi1,from imaging_slots_standard_from_legacy
korra,fish10_roi4,skittlez,FSH_LEGACY_korra_fish10_roi4,FSH_LEGACY_korra_fish10_roi4,from imaging_slots_standard_from_legacy
aang,fish3_48hpf_roi1,mem-histone,FSH_LEGACY_aang_fish3_48hpf_roi1,FSH_LEGACY_aang_fish3_48hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_24hpf_roi1,mem-histone,FSH_LEGACY_korra_fish1_24hpf_roi1,FSH_LEGACY_korra_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish7_roi3,skittlez,FSH_LEGACY_korra_fish7_roi3,FSH_LEGACY_korra_fish7_roi3,from imaging_slots_standard_from_legacy
korra,fish5_roi3,skittlez,FSH_LEGACY_korra_fish5_roi3,FSH_LEGACY_korra_fish5_roi3,from imaging_slots_standard_from_legacy
korra,fish1_24hpf_roi1_brain,mem-histone,FSH_LEGACY_korra_fish1_24hpf_roi1_brain,FSH_LEGACY_korra_fish1_24hpf_roi1_brain,from imaging_slots_standard_from_legacy
aang,fish8_24hpf_roi1,mem-mito,FSH_LEGACY_aang_fish8_24hpf_roi1,FSH_LEGACY_aang_fish8_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi11,mem_mito,FSH_LEGACY_aang_fish5_48hpf_roi11,FSH_LEGACY_aang_fish5_48hpf_roi11,from imaging_slots_standard_from_legacy
aang,fish8_24hpf_roi4,mem-mito,FSH_LEGACY_aang_fish8_24hpf_roi4,FSH_LEGACY_aang_fish8_24hpf_roi4,from imaging_slots_standard_from_legacy
korra,fish3_48hpf_roi1,mem-mito,FSH_LEGACY_korra_fish3_48hpf_roi1,FSH_LEGACY_korra_fish3_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish6_48hpf_roi1,mem_mito,FSH_LEGACY_aang_fish6_48hpf_roi1,FSH_LEGACY_aang_fish6_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi3,mem-mito,FSH_LEGACY_aang_fish3_24hpf_roi3,FSH_LEGACY_aang_fish3_24hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish1_roi1,mem-PCNA,FSH_LEGACY_korra_fish1_roi1,FSH_LEGACY_korra_fish1_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mem_histone,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi1,mem-mito,FSH_LEGACY_korra_fish1_48hpf_roi1,FSH_LEGACY_korra_fish1_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,mito_roi1,72hpf_mrna_mSG_organelle_LLS-SIM,FSH_LEGACY_aang_mito_roi1,FSH_LEGACY_aang_mito_roi1,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi1,mito_mem-halo,FSH_LEGACY_aang_fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi2,mem-mito_v2,FSH_LEGACY_aang_fish1_72hpf_roi2,FSH_LEGACY_aang_fish1_72hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish1_24hpf_roi3,mem_ER,FSH_LEGACY_aang_fish1_24hpf_roi3,FSH_LEGACY_aang_fish1_24hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_roi1,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish1_roi1,FSH_LEGACY_aang_fish1_roi1,from imaging_slots_standard_from_legacy
aang,fish5_24hpf_roi1,mem_mito,FSH_LEGACY_aang_fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,from imaging_slots_standard_from_legacy
korra,fish8,skittles,FSH_LEGACY_korra_fish8,FSH_LEGACY_korra_fish8,from imaging_slots_standard_from_legacy
korra,fish2_roi2,skittlez_Issac_x_Ken,FSH_LEGACY_korra_fish2_roi2,FSH_LEGACY_korra_fish2_roi2,from imaging_slots_standard_from_legacy
korra,fish6_48hpf_roi1,mem-histone,FSH_LEGACY_korra_fish6_48hpf_roi1,FSH_LEGACY_korra_fish6_48hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish3_24hpf_roi2,mem_histone,FSH_LEGACY_aang_fish3_24hpf_roi2,FSH_LEGACY_aang_fish3_24hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi4,mem-mito,FSH_LEGACY_aang_fish5_48hpf_roi4,FSH_LEGACY_aang_fish5_48hpf_roi4,from imaging_slots_standard_from_legacy
aang,fish12_24hpf_roi2,mem_mito,FSH_LEGACY_aang_fish12_24hpf_roi2,FSH_LEGACY_aang_fish12_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish2_roi2,skittlez,FSH_LEGACY_korra_fish2_roi2,FSH_LEGACY_korra_fish2_roi2,from imaging_slots_standard_from_legacy
aang,20251029_peroxi,,FSH_LEGACY_aang_20251029_peroxi,FSH_LEGACY_aang_20251029_peroxi,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi12,mem_mito,FSH_LEGACY_aang_fish5_48hpf_roi12,FSH_LEGACY_aang_fish5_48hpf_roi12,from imaging_slots_standard_from_legacy
korra,fish3_roi3,skittlez_Chris_x_Liam,FSH_LEGACY_korra_fish3_roi3,FSH_LEGACY_korra_fish3_roi3,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi5,mem_mito,FSH_LEGACY_aang_fish4_48hpf_roi5,FSH_LEGACY_aang_fish4_48hpf_roi5,from imaging_slots_standard_from_legacy
korra,fish4_48hpf_roi2,mem-mito,FSH_LEGACY_korra_fish4_48hpf_roi2,FSH_LEGACY_korra_fish4_48hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish2_48hpf_roi3,mrna_mito-mSG_mem-mChilada,FSH_LEGACY_aang_fish2_48hpf_roi3,FSH_LEGACY_aang_fish2_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi5,mem-mito,FSH_LEGACY_aang_fish5_48hpf_roi5,FSH_LEGACY_aang_fish5_48hpf_roi5,from imaging_slots_standard_from_legacy
aang,fish3_120hpf_roi2,mem-histone,FSH_LEGACY_aang_fish3_120hpf_roi2,FSH_LEGACY_aang_fish3_120hpf_roi2,from imaging_slots_standard_from_legacy
aang,fish4_24hpf_roi2,mem_actin,FSH_LEGACY_aang_fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,from imaging_slots_standard_from_legacy
korra,fish1_roi1_2,skittlez,FSH_LEGACY_korra_fish1_roi1_2,FSH_LEGACY_korra_fish1_roi1_2,from imaging_slots_standard_from_legacy
korra,fish1_72hpf_roi3,mem-histone,FSH_LEGACY_korra_fish1_72hpf_roi3,FSH_LEGACY_korra_fish1_72hpf_roi3,from imaging_slots_standard_from_legacy
korra,fish1_roi2,mem-histone,FSH_LEGACY_korra_fish1_roi2,FSH_LEGACY_korra_fish1_roi2,from imaging_slots_standard_from_legacy
aang,fish2_24hpf_roi1,mem_ER,FSH_LEGACY_aang_fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,from imaging_slots_standard_from_legacy
aang,fish4_48hpf_roi6,mem-mito,FSH_LEGACY_aang_fish4_48hpf_roi6,FSH_LEGACY_aang_fish4_48hpf_roi6,from imaging_slots_standard_from_legacy
aang,fish5_48hpf_roi3,mem_actin,FSH_LEGACY_aang_fish5_48hpf_roi3,FSH_LEGACY_aang_fish5_48hpf_roi3,from imaging_slots_standard_from_legacy
aang,fish1_72hpf_roi8,mem-mito,FSH_LEGACY_aang_fish1_72hpf_roi8,FSH_LEGACY_aang_fish1_72hpf_roi8,from imaging_slots_standard_from_legacy
korra,fish2_roi1,skittlez_Issac_x_Ken,FSH_LEGACY_korra_fish2_roi1,FSH_LEGACY_korra_fish2_roi1,from imaging_slots_standard_from_legacy
korra,fish1_48hpf_roi1_test,mem-histone,FSH_LEGACY_korra_fish1_48hpf_roi1_test,FSH_LEGACY_korra_fish1_48hpf_roi1_test,from imaging_slots_standard_from_legacy
