date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,experiment_folder,roi_path_date_yyyymmdd,fish_folder,roi_folder,fish_id,fish_number,fish_age_hpf,fish_nickname,fish_raw_norm,roi_anatomy_tokens,roi_anatomy,fish_folder_patched,dataset_slug,dataset_slug_norm,sheet_slug_norm,date_mount_yyyymmdd,date_mount,Date imaged,mount_id,plate_date,mount_id_inferred,mount_id_source,plate_key,plate_id_filled,slot_id_filled,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,link_source,treatment_rna_names_sheet,treatment_plasmid_names_sheet,exp_slug_norm,parent_slug_norm,geno_base_codes_v7_map,geno_alleles_v7_map,inj_rna_names_v7_map,inj_plasmid_names_v7_map,genotype_base_codes,genotype_allele_codes,parent_slug_norm_hole,geno_base_codes_v7_holes,geno_alleles_v7_holes,inj_rna_names_v7_holes,inj_plasmid_names_v7_holes,treatment_rna_rna_base_code,treatment_plasmid_plasmid_base_code,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_localizations,treatment_marker_fluor_loc_labels,all_unique_organelles,all_fluor_organelles
20251007_mem-histone,fish1_48hpf_roi1_test,fish1_48hpf_roi1_test,fish1_48hpf_roi1_test,12,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1_test,korra,20251007_mem-histone,20251007.0,fish1_48hpf_roi1_test,fish1_48hpf_roi1_test,fish1,1.0,48.0,,fish1,[],,fish1_48hpf_roi1_test,20251007_mem-histone,20251007_mem-histone,,,2025-10-07,,1,20251007.0,1.0,inferred,20251007::20251007_mem-histone::1,50.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,2025-10-05,,,,,date_match,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251007_mem-histone,fish1_48hpf_roi1test,fish1_48hpf_roi1test,fish1_48hpf_roi1test,18,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish1_48hpf_roi1test,korra,20251007_mem-histone,20251007.0,fish1_48hpf_roi1test,fish1_48hpf_roi1test,fish1,1.0,48.0,,fish1,[],,fish1_48hpf_roi1test,20251007_mem-histone,20251007_mem-histone,,,2025-10-07,,1,20251007.0,1.0,inferred,20251007::20251007_mem-histone::1,50.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,2025-10-05,,,,,date_match,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251007_mem-histone,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1,korra,20251007_mem-histone,20251007.0,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi1,20251007_mem-histone,20251007_mem-histone,,,2025-10-07,,1,20251007.0,1.0,inferred,20251007::20251007_mem-histone::1,50.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,2025-10-05,,,,,date_match,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251007_mem-histone,fish3_48hpf_roi1_test,fish3_48hpf_roi1_test,fish3_48hpf_roi1_test,16,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi1_test,korra,20251007_mem-histone,20251007.0,fish3_48hpf_roi1_test,fish3_48hpf_roi1_test,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi1_test,20251007_mem-histone,20251007_mem-histone,,,2025-10-07,,1,20251007.0,1.0,inferred,20251007::20251007_mem-histone::1,50.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,2025-10-05,,,,,date_match,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251007_mem-histone,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,2304,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2,korra,20251007_mem-histone,20251007.0,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi2,20251007_mem-histone,20251007_mem-histone,,,2025-10-07,,1,20251007.0,1.0,inferred,20251007::20251007_mem-histone::1,50.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,2025-10-05,,,,,date_match,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251007_mem-histone,fish3_48hpf_roi2_test,fish3_48hpf_roi2_test,fish3_48hpf_roi2_test,52,/clusterfs/vast/abcabc/Korra_Foundation/20251007_mem-histone/fish3_48hpf_roi2_test,korra,20251007_mem-histone,20251007.0,fish3_48hpf_roi2_test,fish3_48hpf_roi2_test,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi2_test,20251007_mem-histone,20251007_mem-histone,,,2025-10-07,,1,20251007.0,1.0,inferred,20251007::20251007_mem-histone::1,50.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),ef1a:2xLynk:tdmSG(J) (F1 of allele 304),,,,,2025-10-05,,,,,date_match,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251009_skittlez,fish1_roi1,fish1_roi1,fish1_roi1,22,/clusterfs/vast/abcabc/Korra_Foundation/20251009_skittlez/fish1_roi1,korra,20251009_skittlez,20251009.0,fish1_roi1,fish1_roi1,fish1,1.0,,,fish1,[],,fish1_roi1,20251009_skittlez,20251009_skittlez,20251010_mem-mito,,2025-10-09,2025-10-10,1,20251009.0,1.0,inferred,20251009::20251009_skittlez::1,51.0,1.0,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,MGCO-28(ef1a-extended-2Xcox8A-linker-mStayGold-SV40-attb-tol2),,,,2025-10-08,,"membrane, mitochondria",,X:\abcabc\Aang_Foundation\20251010_mem-mito,date_match,,MGCO-28(ef1a-extended-2Xcox8A-linker-mStayGold-SV40-attb-tol2),skittlez,skittlez,pDQM034,309,,,pDQM034,309,skittlez,pDQM034,309,,,,,mKate2|mCitrine|Electra2|mKOK|mTFP1,cytosol,cytosol,mKate2(cytosol)|mCitrine(cytosol)|Electra2(cytosol)|mKOK(cytosol)|mTFP1(cytosol),,,,,cytosol,mKate2(cytosol)|mCitrine(cytosol)|Electra2(cytosol)|mKOK(cytosol)|mTFP1(cytosol)
20251010_mem-histone,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1_24hpf_roi1,9216,/clusterfs/vast/abcabc/Korra_Foundation/20251010_mem-histone/fish1_24hpf_roi1,korra,20251010_mem-histone,20251010.0,fish1_24hpf_roi1,fish1_24hpf_roi1,fish1,1.0,24.0,,fish1,[],,fish1_24hpf_roi1,20251010_mem-histone,20251010_mem-histone,20251010_mem-histone,20251010.0,2025-10-10,2025-10-10,2,20251010.0,1.0,inferred,20251010::20251010_mem-histone::1,52.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Korra_Foundation\20251010_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish1_96hpf_roi0_test,fish1_96hpf_roi0_test,fish1_96hpf_roi0_test,2986,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi0_test,korra,20251013_mem-histone,20251013.0,fish1_96hpf_roi0_test,fish1_96hpf_roi0_test,fish1,1.0,96.0,,fish1,[],,fish1_96hpf_roi0_test,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish1_96hpf_roi1,fish1_96hpf_roi1,fish1_96hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi1,korra,20251013_mem-histone,20251013.0,fish1_96hpf_roi1,fish1_96hpf_roi1,fish1,1.0,96.0,,fish1,[],,fish1_96hpf_roi1,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish1_96hpf_roi2,fish1_96hpf_roi2,fish1_96hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi2,korra,20251013_mem-histone,20251013.0,fish1_96hpf_roi2,fish1_96hpf_roi2,fish1,1.0,96.0,,fish1,[],,fish1_96hpf_roi2,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish1_96hpf_roi3,fish1_96hpf_roi3,fish1_96hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish1_96hpf_roi3,korra,20251013_mem-histone,20251013.0,fish1_96hpf_roi3,fish1_96hpf_roi3,fish1,1.0,96.0,,fish1,[],,fish1_96hpf_roi3,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish2_96hpf_roi1,fish2_96hpf_roi1,fish2_96hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi1,korra,20251013_mem-histone,20251013.0,fish2_96hpf_roi1,fish2_96hpf_roi1,fish2,2.0,96.0,,fish2,[],,fish2_96hpf_roi1,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish2_96hpf_roi2,fish2_96hpf_roi2,fish2_96hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish2_96hpf_roi2,korra,20251013_mem-histone,20251013.0,fish2_96hpf_roi2,fish2_96hpf_roi2,fish2,2.0,96.0,,fish2,[],,fish2_96hpf_roi2,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish3_96hpf_roi1,fish3_96hpf_roi1,fish3_96hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi1,korra,20251013_mem-histone,20251013.0,fish3_96hpf_roi1,fish3_96hpf_roi1,fish3,3.0,96.0,,fish3,[],,fish3_96hpf_roi1,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,3.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish3_96hpf_roi2,fish3_96hpf_roi2,fish3_96hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi2,korra,20251013_mem-histone,20251013.0,fish3_96hpf_roi2,fish3_96hpf_roi2,fish3,3.0,96.0,,fish3,[],,fish3_96hpf_roi2,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,3.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251013_mem-histone,fish3_96hpf_roi3,fish3_96hpf_roi3,fish3_96hpf_roi3,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251013_mem-histone/fish3_96hpf_roi3,korra,20251013_mem-histone,20251013.0,fish3_96hpf_roi3,fish3_96hpf_roi3,fish3,3.0,96.0,,fish3,[],,fish3_96hpf_roi3,20251013_mem-histone,20251013_mem-histone,20251013_mem-histone,20251013.0,2025-10-13,2025-10-13,1,20251013.0,1.0,inferred,20251013::20251013_mem-histone::1,53.0,3.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-09,,"membrane, nuclei",,X:\abcabc\Aang_Foundation\20251013_mem-histone|X:\abcabc\Korra_Foundation\20251013_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251015_mem-histone,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish1_48hpf_roi1,korra,20251015_mem-histone,20251015.0,fish1_48hpf_roi1,fish1_48hpf_roi1,fish1,1.0,48.0,,fish1,[],,fish1_48hpf_roi1,20251015_mem-histone,20251015_mem-histone,20251015_mem-histone,20251015.0,2025-10-15,2025-10-15,1,20251015.0,1.0,inferred,20251015::20251015_mem-histone::1,54.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,,"membrane, nuclei",,X:\abcabc\Korra_Foundation\20251015_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251015_mem-histone,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish2_48hpf_roi1,korra,20251015_mem-histone,20251015.0,fish2_48hpf_roi1,fish2_48hpf_roi1,fish2,2.0,48.0,,fish2,[],,fish2_48hpf_roi1,20251015_mem-histone,20251015_mem-histone,20251015_mem-histone,20251015.0,2025-10-15,2025-10-15,1,20251015.0,1.0,inferred,20251015::20251015_mem-histone::1,54.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,,"membrane, nuclei",,X:\abcabc\Korra_Foundation\20251015_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251015_mem-histone,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi1,korra,20251015_mem-histone,20251015.0,fish3_48hpf_roi1,fish3_48hpf_roi1,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi1,20251015_mem-histone,20251015_mem-histone,20251015_mem-histone,20251015.0,2025-10-15,2025-10-15,1,20251015.0,1.0,inferred,20251015::20251015_mem-histone::1,54.0,3.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,,"membrane, nuclei",,X:\abcabc\Korra_Foundation\20251015_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251015_mem-histone,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3_48hpf_roi2,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish3_48hpf_roi2,korra,20251015_mem-histone,20251015.0,fish3_48hpf_roi2,fish3_48hpf_roi2,fish3,3.0,48.0,,fish3,[],,fish3_48hpf_roi2,20251015_mem-histone,20251015_mem-histone,20251015_mem-histone,20251015.0,2025-10-15,2025-10-15,1,20251015.0,1.0,inferred,20251015::20251015_mem-histone::1,54.0,3.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,,"membrane, nuclei",,X:\abcabc\Korra_Foundation\20251015_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251015_mem-histone,fish4_48hpf_roi1,fish4_48hpf_roi1,fish4_48hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251015_mem-histone/fish4_48hpf_roi1,korra,20251015_mem-histone,20251015.0,fish4_48hpf_roi1,fish4_48hpf_roi1,fish4,4.0,48.0,,fish4,[],,fish4_48hpf_roi1,20251015_mem-histone,20251015_mem-histone,20251015_mem-histone,20251015.0,2025-10-15,2025-10-15,1,20251015.0,1.0,inferred,20251015::20251015_mem-histone::1,54.0,4.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,,"membrane, nuclei",,X:\abcabc\Korra_Foundation\20251015_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251016_mem-histone,fish1_72hpf_roi1,fish1_72hpf_roi1,fish1_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish1_72hpf_roi1,korra,20251016_mem-histone,20251016.0,fish1_72hpf_roi1,fish1_72hpf_roi1,fish1,1.0,72.0,,fish1,[],,fish1_72hpf_roi1,20251016_mem-histone,20251016_mem-histone,20251016_mem-histone,20251016.0,2025-10-16,2025-10-16,1,20251016.0,1.0,inferred,20251016::20251016_mem-histone::1,55.0,1.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,"skin, muscle, tail, blood vessel","membrane, nuclei",,X:\abcabc\Korra_Foundation\20251016_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
20251016_mem-histone,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2880,/clusterfs/vast/abcabc/Korra_Foundation/20251016_mem-histone/fish2_72hpf_roi1,korra,20251016_mem-histone,20251016.0,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2,2.0,72.0,,fish2,[],,fish2_72hpf_roi1,20251016_mem-histone,20251016_mem-histone,20251016_mem-histone,20251016.0,2025-10-16,2025-10-16,1,20251016.0,1.0,inferred,20251016::20251016_mem-histone::1,55.0,2.0,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),,,,,2025-10-13,"skin, muscle, tail, blood vessel","membrane, nuclei",,X:\abcabc\Korra_Foundation\20251016_mem-histone,sheet,,,memhistone,memhistone,"pDQM005,pDQM133","302,324",,,"pDQM005,pDQM133","302,324",memhistone,"pDQM005,pDQM133","302,324",,,,,tdmSG|tdmScarlet3,2xLynk|H2B,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone),,,,,membrane|histone,tdmSG(membrane)|tdmScarlet3(histone)
