roi_dir,bruker_roi_id,plate_date,plate_id_filled,slot_id_filled,roi_index_within_slot,dataset_slug,experiment_folder,fish_id,fish_number,fish_age_hpf,roi_anatomy,roi_tiffs,date_experiment,Date imaged,date_mount,genotype_base_codes,genotype_allele_codes,treatment_plasmid_plasmid_base_code,treatment_rna_rna_base_code,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_localizations,genotype_marker_fusion_labels,all_unique_organelles,all_fluor_organelles,link_source
/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1,20250805-plate70-slot2-roi1,20250805.0,70.0,2.0,1.0,20250805_mito_mem-halo,20250805_mito_mem-halo,fish2,2.0,24.0,,390,20250805_mito_mem-halo,2025-08-05,2025-08-05,pSWIN01,is01,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2,20250805-plate70-slot2-roi2,20250805.0,70.0,2.0,2.0,20250805_mito_mem-halo,20250805_mito_mem-halo,fish2,2.0,24.0,,390,20250805_mito_mem-halo,2025-08-05,2025-08-05,pSWIN01,is01,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3,20250805-plate70-slot2-roi3,20250805.0,70.0,2.0,3.0,20250805_mito_mem-halo,20250805_mito_mem-halo,fish2,2.0,24.0,,390,20250805_mito_mem-halo,2025-08-05,2025-08-05,pSWIN01,is01,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1,20250805-plate70-slot3-roi1,20250805.0,70.0,3.0,1.0,20250805_mito_mem-halo,20250805_mito_mem-halo,fish3,3.0,24.0,,390,20250805_mito_mem-halo,2025-08-05,2025-08-05,pSWIN01,is01,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi2,20250805-plate70-slot3-roi2,20250805.0,70.0,3.0,2.0,20250805_mito_mem-halo,20250805_mito_mem-halo,fish3,3.0,24.0,,780,20250805_mito_mem-halo,2025-08-05,2025-08-05,pSWIN01,is01,,,,,,,,,sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1,20250808-plate71-slot1-roi1,20250808.0,71.0,1.0,1.0,20250808_mem_organelle,20250808_mem_organelle,fish1,1.0,24.0,,108,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1_1,20250808-plate71-slot1-roi3,20250808.0,71.0,1.0,3.0,20250808_mem_organelle,20250808_mem_organelle,fish1,1.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1_test,20250808-plate71-slot1-roi5,20250808.0,71.0,1.0,5.0,20250808_mem_organelle,20250808_mem_organelle,fish1,1.0,24.0,,6,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi2,20250808-plate71-slot1-roi7,20250808.0,71.0,1.0,7.0,20250808_mem_organelle,20250808_mem_organelle,fish1,1.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi3,20250808-plate71-slot1-roi10,20250808.0,71.0,1.0,10.0,20250808_mem_organelle,20250808_mem_organelle,fish1,1.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi1,20250808-plate71-slot2-roi1,20250808.0,71.0,2.0,1.0,20250808_mem_organelle,20250808_mem_organelle,fish2,2.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi2,20250808-plate71-slot2-roi3,20250808.0,71.0,2.0,3.0,20250808_mem_organelle,20250808_mem_organelle,fish2,2.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi3,20250808-plate71-slot2-roi5,20250808.0,71.0,2.0,5.0,20250808_mem_organelle,20250808_mem_organelle,fish2,2.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi1,20250808-plate71-slot3-roi1,20250808.0,71.0,3.0,1.0,20250808_mem_organelle,20250808_mem_organelle,fish3,3.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi2,20250808-plate71-slot3-roi3,20250808.0,71.0,3.0,3.0,20250808_mem_organelle,20250808_mem_organelle,fish3,3.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi3,20250808-plate71-slot3-roi5,20250808.0,71.0,3.0,5.0,20250808_mem_organelle,20250808_mem_organelle,fish3,3.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi4,20250808-plate71-slot3-roi8,20250808.0,71.0,3.0,8.0,20250808_mem_organelle,20250808_mem_organelle,fish3,3.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi1,20250808-plate71-slot4-roi1,20250808.0,71.0,4.0,1.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi2,20250808-plate71-slot4-roi3,20250808.0,71.0,4.0,3.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi3,20250808-plate71-slot4-roi5,20250808.0,71.0,4.0,5.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi4,20250808-plate71-slot4-roi7,20250808.0,71.0,4.0,7.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi5,20250808-plate71-slot4-roi9,20250808.0,71.0,4.0,9.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi6,20250808-plate71-slot4-roi11,20250808.0,71.0,4.0,11.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi7,20250808-plate71-slot4-roi13,20250808.0,71.0,4.0,13.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi8,20250808-plate71-slot4-roi15,20250808.0,71.0,4.0,15.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi9,20250808-plate71-slot4-roi18,20250808.0,71.0,4.0,18.0,20250808_mem_organelle,20250808_mem_organelle,fish4,4.0,24.0,,300,20250808_mem_organelle,2025-08-08,2025-08-08,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi2,20250819-plate72-slot1-roi1,20250819.0,72.0,1.0,1.0,20250819_mem_ER,20250819_mem_ER,fish1,1.0,24.0,,400,20250819_mem_ER,2025-08-19,2025-08-19,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi3,20250819-plate72-slot1-roi2,20250819.0,72.0,1.0,2.0,20250819_mem_ER,20250819_mem_ER,fish1,1.0,24.0,,409,20250819_mem_ER,2025-08-19,2025-08-19,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi4,20250819-plate72-slot1-roi3,20250819.0,72.0,1.0,3.0,20250819_mem_ER,20250819_mem_ER,fish1,1.0,24.0,,306,20250819_mem_ER,2025-08-19,2025-08-19,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi5,20250819-plate72-slot1-roi4,20250819.0,72.0,1.0,4.0,20250819_mem_ER,20250819_mem_ER,fish1,1.0,24.0,,306,20250819_mem_ER,2025-08-19,2025-08-19,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
/clusterfs/vast/abcabc/Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi1,20250819-plate72-slot2-roi1,20250819.0,72.0,2.0,1.0,20250819_mem_ER,20250819_mem_ER,fish2,2.0,24.0,,408,20250819_mem_ER,2025-08-19,2025-08-19,pDQM082,315,,,tdmChilada,2xLynk,membrane,tdmChilada(membrane),membrane,tdmChilada(membrane),sheet
