foundation	experiment_key	roi_folder	cams	channels	wavelengths_nm	file_exts	n_paths
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi1					6
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi2					6
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi3					5
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi4					5
Aang_Foundation	20250805_lifeact_mem-halo	Aang_Foundation/20250805_lifeact_mem-halo/fish1_48hpf_roi5					5
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi1					8
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish1_24hpf_roi2					7
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi1					6
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi2					6
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish2_24hpf_roi3					6
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi1					6
Aang_Foundation	20250805_mito_mem-halo	Aang_Foundation/20250805_mito_mem-halo/fish3_24hpf_roi2					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1_1					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi1_test					4
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi2					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish1_24hpf_mem-mchilada_lyso-mSG/roi3					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi1					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi2					5
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish2_24hpf_mem-mchilada_lyso-mSG/roi3					5
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi1					8
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi2					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi3					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish3_24hpf_mem-mchilada_mito-mSG/roi4					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi1					7
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi2					7
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi3					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi4					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi5					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi6					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi7					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi8					6
Aang_Foundation	20250808_mem_organelle	Aang_Foundation/20250808_mem_organelle/fish4_24hpf_mem-mchilada_mito-mSG/roi9					5
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi2					8
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi3					8
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi4					8
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish1_24hpf_roi5					8
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi1					8
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi2					7
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/fish2_24hpf_roi3					8
Aang_Foundation	20250819_mem_ER	Aang_Foundation/20250819_mem_ER/roi1_newscripttest					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi1					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi2					7
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi3					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi4					7
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi5					7
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi6					7
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi7					7
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish1_24hpf_roi8					7
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish2_24hpf_roi1					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish2_24hpf_roi2					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish3_24hpf_roi1					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi1					13
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi3					13
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi4					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi5					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi6					13
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi7					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish4_48hpf_roi8					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi1					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi10					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi11					13
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi12					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi13					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi14					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi15					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi16					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi17					2
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi2					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi3					8
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi4					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi5					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi6					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi7					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi8					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish5_48hpf_roi9					1
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi1					13
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi2					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi3					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi4					12
Aang_Foundation	20250819_mem_mito	Aang_Foundation/20250819_mem_mito/fish6_48hpf_roi5					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi1					13
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish1_24hpf_roi2					13
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish2_24hpf_roi1					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish2_24hpf_roi2					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish3_24hpf_roi1					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish3_24hpf_roi2					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish4_24hpf_roi1					13
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish4_24hpf_roi2					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish5_24hpf_roi1					8
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish6_24hpf_roi1					13
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish6_24hpf_roi2					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish7_48hpf_roi1					13
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish7_48hpf_roi2					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi1					13
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi2					12
Aang_Foundation	20250821_mem_mito	Aang_Foundation/20250821_mem_mito/fish8_48hpf_roi3					5
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi1					13
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish1_24hpf_roi2					13
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish2_24hpf_roi1					12
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi1					13
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish3_24hpf_roi2					12
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi1					12
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish5_24hpf_roi2					12
Aang_Foundation	20250826_mem_actin	Aang_Foundation/20250826_mem_actin/fish6_24hpf_roi1					13
Aang_Foundation	20250827_mem_actin	Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi1					13
Aang_Foundation	20250827_mem_actin	Aang_Foundation/20250827_mem_actin/fish3_48hpf_roi2					13
Aang_Foundation	20250827_mem_actin	Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi1					13
Aang_Foundation	20250827_mem_actin	Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi2					12
Aang_Foundation	20250827_mem_actin	Aang_Foundation/20250827_mem_actin/fish5_48hpf_roi3					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1					13
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi1-2					13
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi2					13
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish1_24hpf_roi3					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi1					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2					13
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi2-2					13
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish2_24hpf_roi3					2
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish3_24hpf_roi1					2
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi1					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish4_24hpf_roi2					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi1					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi2					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish5_24hpf_roi3					12
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi1					13
Aang_Foundation	20250828_mem_actin	Aang_Foundation/20250828_mem_actin/fish6_24hpf_roi2					12
Aang_Foundation	20250903_lifeact-mSG	Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi1					13
Aang_Foundation	20250903_lifeact-mSG	Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi2					13
Aang_Foundation	20250903_lifeact-mSG	Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3					13
Aang_Foundation	20250903_lifeact-mSG	Aang_Foundation/20250903_lifeact-mSG/fish1_24hpf_roi3_2					13
Aang_Foundation	20250903_lifeact-mSG	Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi1					13
Aang_Foundation	20250903_lifeact-mSG	Aang_Foundation/20250903_lifeact-mSG/fish2_24hpf_roi2					13
Aang_Foundation	20250904_lifeact-mSG	Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi1					13
Aang_Foundation	20250904_lifeact-mSG	Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi2					13
Aang_Foundation	20250904_lifeact-mSG	Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi3					13
Aang_Foundation	20250904_lifeact-mSG	Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi4					13
Aang_Foundation	20250904_lifeact-mSG	Aang_Foundation/20250904_lifeact-mSG/fish1_24hpf_roi5					13
Aang_Foundation	20250905_lifeact-mSG	Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi1					13
Aang_Foundation	20250905_lifeact-mSG	Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi2					13
Aang_Foundation	20250905_lifeact-mSG	Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi3					13
Aang_Foundation	20250905_lifeact-mSG	Aang_Foundation/20250905_lifeact-mSG/fish2_72hpf_roi4					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi1					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi2					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi3					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish3_24hpf_roi1					1
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish3_24hpf_roi2					1
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi3					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi1					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi2					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi3					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish5_24hpf_roi4					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi1					13
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi2					12
Aang_Foundation	20250908_mem-mito	Aang_Foundation/20250908_mem-mito/fish6_24hpf_roi3					12
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi1					13
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi2					13
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi3					13
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi4					12
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish1_48hpf_roi5					12
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish2_48hpf_roi1					12
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish2_48hpf_roi2					12
Aang_Foundation	20250911_mem-mito	Aang_Foundation/20250911_mem-mito/fish2_48hpf_roi3					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi1					13
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi2					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi3					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish1_72hpf_roi4					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi1					13
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi2					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi3					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish2_72hpf_roi4					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi1					13
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi10					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi11					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi12					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi2					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi3					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi4					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi5					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi6					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi7					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi8					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish3_72hpf_roi9					13
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi1					13
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi2					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi3					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi4					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi5					12
Aang_Foundation	20250912_mem-mito	Aang_Foundation/20250912_mem-mito/fish4_72hpf_roi6					14
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi1					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi2					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi3					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi4					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish1_72hpf_roi5					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi1					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi2					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish2_72hpf_roi3					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi1					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi2					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi3					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi4					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi5					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi6					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish3_72hpf_roi7					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi1					13
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi2					12
Aang_Foundation	20250915_mem-mito	Aang_Foundation/20250915_mem-mito/fish5_72hpf_roi3					12
Aang_Foundation	20250917_mem-mito	Aang_Foundation/20250917_mem-mito/fish1_48hpf_roi1					13
Aang_Foundation	20250917_mem-mito	Aang_Foundation/20250917_mem-mito/fish1_48hpf_roi2					12
Aang_Foundation	20250917_mem-mito	Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi1					13
Aang_Foundation	20250917_mem-mito	Aang_Foundation/20250917_mem-mito/fish2_48hpf_roi2					12
Aang_Foundation	20250917_mem-mito	Aang_Foundation/20250917_mem-mito/fish3_48hpf_roi1					13
